,LogSalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,Artery,Feedr,Norm,PosA,PosN,RRAe,RRAn,RRNe,RRNn,AsbShng,AsphShn,BrkCmn,BrkComm,BrkFace,CBlock,CemntBd,CmentBd,HdBoard,ImStucc,MetalSd,Other,Plywood,PreCast,Stone,Stucco,VinylSd,WdSdng,WdShing,WdShng,YearsSince1950Built,YearsSince1950Remod,YearsSince1950GarageBuilt
10,12.077670930725649,60,RL,75.0,10000.0,Pave,NoAccess,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6,5,Gable,CompShg,NaN,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,763.0,763.0,GasA,Gd,Y,SBrkr,763.0,892.0,0.0,1655.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,440.0,TA,TA,Y,157.0,84.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,4,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,44,43.0
11,12.128111104060462,20,RL,0.0,7980.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,1Story,6,7,Gable,CompShg,NaN,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,935.0,Unf,0.0,233.0,1168.0,GasA,Ex,Y,SBrkr,1187.0,0.0,0.0,1187.0,1,0,2,0,3,1,TA,6,Typ,0,NoFirePlace,Attchd,Fin,2,420.0,TA,TA,Y,483.0,21.0,0.0,0.0,0.0,0.0,NoPool,GdPrv,Shed,500.0,3,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,57,42.0
12,12.10293188661066,60,RL,63.0,8402.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,Gable,CompShg,NaN,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,789.0,789.0,GasA,Gd,Y,SBrkr,789.0,676.0,0.0,1465.0,0,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,Fin,2,393.0,TA,TA,Y,0.0,75.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,5,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,48,48.0
13,12.052338545588132,20,RL,85.0,10176.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,1Story,7,5,Gable,CompShg,NaN,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,637.0,Unf,0.0,663.0,1300.0,GasA,Gd,Y,SBrkr,1341.0,0.0,0.0,1341.0,1,0,1,1,2,1,Gd,5,Typ,1,Po,Attchd,Unf,2,506.0,TA,TA,Y,192.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,2,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,40,40.0
14,12.26434155365415,120,RL,0.0,6820.0,Pave,NoAccess,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,TwnhsE,1Story,8,5,Gable,CompShg,NaN,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368.0,BLQ,1120.0,0.0,1488.0,GasA,TA,Y,SBrkr,1502.0,0.0,0.0,1502.0,1,0,1,1,1,1,Gd,4,Typ,0,NoFirePlace,Attchd,RFn,2,528.0,TA,TA,Y,0.0,54.0,0.0,0.0,140.0,0.0,NoPool,NoFence,NaN,0.0,6,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,35,35.0
15,13.195613839143922,60,RL,47.0,53504.0,Pave,NoAccess,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,1Fam,2Story,8,5,Hip,CompShg,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234.0,1650.0,GasA,Ex,Y,SBrkr,1690.0,1589.0,0.0,3279.0,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,Fin,3,841.0,TA,TA,Y,503.0,36.0,0.0,0.0,210.0,0.0,NoPool,NoFence,NaN,0.0,6,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,53,53,53.0
16,12.007621706806335,50,RL,152.0,12134.0,Pave,NoAccess,IR1,Bnk,AllPub,Inside,Mod,Gilbert,1Fam,1.5Fin,8,7,Gable,CompShg,NaN,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427.0,Unf,0.0,132.0,559.0,GasA,Gd,Y,SBrkr,1080.0,672.0,0.0,1752.0,0,0,2,0,4,1,TA,8,Typ,0,NoFirePlace,Basment,RFn,2,492.0,TA,TA,Y,325.0,12.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,6,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,55,38.0
17,12.885202034321916,20,RL,88.0,11394.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,1Fam,1Story,9,2,Hip,CompShg,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445.0,Unf,0.0,411.0,1856.0,GasA,Ex,Y,SBrkr,1856.0,0.0,0.0,1856.0,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,834.0,TA,TA,Y,113.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,6,New,Partial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,60,60.0
18,11.856515169360305,20,RL,140.0,19138.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,1Story,4,5,Gable,CompShg,NaN,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,0,0,1,0,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,2,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,6,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.0
19,12.254862809699606,20,RL,85.0,13175.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,6,Gable,CompShg,Stone,119.0,TA,TA,CBlock,Gd,TA,No,ALQ,790.0,Rec,163.0,589.0,1542.0,GasA,TA,Y,SBrkr,2073.0,0.0,0.0,2073.0,1,0,2,0,3,1,TA,7,Min1,2,TA,Attchd,Unf,2,500.0,TA,TA,Y,349.0,0.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,NaN,0.0,2,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,38,28.0
20,12.154779351142624,20,RL,105.0,11751.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,6,Hip,CompShg,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705.0,Unf,0.0,1139.0,1844.0,GasA,Ex,Y,SBrkr,1844.0,0.0,0.0,1844.0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,546.0,TA,TA,Y,0.0,122.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,NaN,0.0,1,COD,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,27,27.0
21,12.043553716032399,85,RL,85.0,10625.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,SFoyer,7,6,Gable,CompShg,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885.0,LwQ,168.0,0.0,1053.0,GasA,TA,Y,SBrkr,1173.0,0.0,0.0,1173.0,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,528.0,TA,TA,Y,0.0,120.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,NaN,0.0,1,WD ,Family,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,24,24.0
22,12.283033686666302,60,FV,0.0,7500.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7,5,Gable,CompShg,NaN,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,533.0,Unf,0.0,281.0,814.0,GasA,Ex,Y,SBrkr,814.0,860.0,0.0,1674.0,1,0,2,1,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,2,663.0,TA,TA,Y,0.0,96.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,1,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,50,50.0
23,11.911701584927597,20,RL,0.0,11241.0,Pave,NoAccess,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,1Fam,1Story,6,7,Gable,CompShg,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,578.0,Unf,0.0,426.0,1004.0,GasA,Ex,Y,SBrkr,1004.0,0.0,0.0,1004.0,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,Fin,2,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,Shed,700.0,3,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,20.0
24,11.917723684090689,20,RL,0.0,12537.0,Pave,NoAccess,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,1Fam,1Story,5,6,Gable,CompShg,NaN,0.0,TA,TA,CBlock,TA,TA,No,GLQ,734.0,Unf,0.0,344.0,1078.0,GasA,Ex,Y,SBrkr,1078.0,0.0,0.0,1078.0,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,Fin,2,500.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,4,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,58,21.0
25,11.863582336583399,20,RL,65.0,8450.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,6,Gable,CompShg,NaN,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,281.0,1056.0,GasA,Ex,Y,SBrkr,1056.0,0.0,0.0,1056.0,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,Unf,1,304.0,TA,TA,Y,0.0,85.0,184.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,7,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,18,18.0
26,11.744037185933616,20,RL,70.0,8400.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,4,5,Gable,CompShg,NaN,0.0,TA,TA,CBlock,TA,TA,No,ALQ,804.0,Rec,78.0,0.0,882.0,GasA,TA,Y,SBrkr,882.0,0.0,0.0,882.0,1,0,1,0,2,1,TA,4,Typ,0,NoFirePlace,Attchd,Fin,2,525.0,TA,TA,Y,240.0,0.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,NaN,0.0,4,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,20,20.0
28,12.122691036591123,120,RH,26.0,5858.0,Pave,NoAccess,IR1,Lvl,AllPub,FR2,Gtl,NAmes,TwnhsE,1Story,7,5,Gable,CompShg,NaN,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1051.0,BLQ,0.0,354.0,1405.0,GasA,Ex,Y,SBrkr,1337.0,0.0,0.0,1337.0,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,Fin,2,511.0,TA,TA,Y,203.0,68.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,6,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,49,49.0
29,11.472103470449973,160,RM,21.0,1680.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6,5,Gable,CompShg,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,Rec,156.0,Unf,0.0,327.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0.0,987.0,0,0,1,1,2,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,1,264.0,TA,TA,Y,275.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,2,COD,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,21,21.0
30,11.566466231898259,160,RM,21.0,1680.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,5,5,Gable,CompShg,BrkFace,492.0,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,225.0,525.0,GasA,TA,Y,SBrkr,525.0,567.0,0.0,1092.0,0,0,1,1,3,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,1,320.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,3,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,21,47.0
31,11.385092093460344,160,RM,21.0,1680.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6,5,Gable,CompShg,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,TA,Y,SBrkr,525.0,567.0,0.0,1092.0,0,0,1,1,3,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,1,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,3,WD ,Family,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21,21,21.0
32,11.755871643580617,120,RL,53.0,4043.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,TwnhsE,1Story,6,5,Gable,CompShg,NaN,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,360.0,Unf,0.0,709.0,1069.0,GasA,TA,Y,SBrkr,1069.0,0.0,0.0,1069.0,0,0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,RFn,2,440.0,TA,TA,Y,0.0,55.0,0.0,0.0,165.0,0.0,NoPool,NoFence,NaN,0.0,7,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,27,27.0
33,11.917723684090689,160,RL,24.0,2280.0,Pave,NoAccess,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Twnhs,2Story,6,6,Gable,CompShg,NaN,0.0,TA,TA,CBlock,TA,TA,No,ALQ,514.0,Unf,0.0,341.0,855.0,GasA,TA,Y,SBrkr,855.0,601.0,0.0,1456.0,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,440.0,TA,TA,Y,173.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,6,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,25,25.0
34,11.695247021764184,120,RL,24.0,2280.0,Pave,NoAccess,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Twnhs,1Story,7,6,Gable,CompShg,NaN,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,836.0,836.0,GasA,Ex,Y,SBrkr,836.0,0.0,0.0,836.0,0,0,1,0,2,1,TA,4,Typ,0,NoFirePlace,Attchd,Unf,1,308.0,TA,TA,Y,0.0,30.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,6,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,25,25.0
35,11.891361900690473,160,RL,24.0,2280.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Twnhs,2Story,6,5,Gable,CompShg,NaN,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311.0,Unf,0.0,544.0,855.0,GasA,Fa,Y,SBrkr,855.0,601.0,0.0,1456.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,440.0,TA,TA,Y,26.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,7,WD ,Normal,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,28,28.0
36,12.837775180646194,60,RL,102.0,12858.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,Gable,CompShg,Stone,162.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1590.0,1590.0,GasA,Ex,Y,SBrkr,1627.0,707.0,0.0,2334.0,0,0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,751.0,TA,TA,Y,144.0,133.0,0.0,0.0,0.0,0.0,NoPool,NoFence,NaN,0.0,1,New,Partial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,60,59.0
